,node,type,generative_count,generative_probability,receptive_count,receptive_probability
5125,3341,-1,0.0,0.0,10.0,0.29411764705882354
5126,3342,-1,0.0,0.0,6.0,1.0
5127,3343,1,5.0,1.0,0.0,0.0
5128,3344,1,2.0,1.0,0.0,0.0
5129,3345,1,1.0,1.0,0.0,0.0
5130,3346,1,1.0,1.0,0.0,0.0
5131,3347,1,2.0,1.0,0.0,0.0
5132,3348,-1,0.0,0.0,4.0,0.04878048780487805
5133,3348,1,0.0,0.0,78.0,0.9512195121951219
5134,3349,-1,4.0,0.23529411764705882,0.0,0.0
5135,3349,1,13.0,0.7647058823529411,0.0,0.0
5136,3350,-1,1.0,1.0,31.0,0.7380952380952381
5137,3350,1,0.0,0.0,11.0,0.2619047619047619
5138,3351,1,20.0,0.26666666666666666,0.0,0.0
5139,3351,-1,55.0,0.7333333333333333,0.0,0.0
5140,3352,1,6.0,1.0,0.0,0.0
5141,3353,1,1.0,1.0,0.0,0.0
5142,3354,1,2.0,1.0,0.0,0.0
5143,3355,1,3.0,1.0,0.0,0.0
5144,3356,-1,4.0,0.5,0.0,0.0
5145,3356,1,4.0,0.5,0.0,0.0
5146,3357,1,1.0,1.0,0.0,0.0
5147,3358,-1,1.0,0.25,0.0,0.0
5148,3358,1,3.0,0.75,0.0,0.0
5149,3359,-1,1.0,0.5,0.0,0.0
5150,3359,1,1.0,0.5,0.0,0.0
5151,3360,1,1.0,1.0,0.0,0.0
5152,3361,-1,26.0,0.2736842105263158,2.0,0.04
5153,3361,1,69.0,0.7263157894736842,48.0,0.96
5154,3362,-1,1.0,1.0,0.0,0.0
5155,3363,-1,1.0,1.0,0.0,0.0
5156,3364,-1,1.0,1.0,0.0,0.0
5157,3365,-1,1.0,1.0,0.0,0.0
5158,3366,-1,1.0,1.0,0.0,0.0
5159,3367,-1,1.0,1.0,0.0,0.0
5160,3368,1,0.0,0.0,1.0,0.5
5161,3368,-1,0.0,0.0,1.0,0.5
5162,3369,-1,2.0,1.0,0.0,0.0
5163,3370,1,1.0,1.0,0.0,0.0
5164,3371,1,1.0,1.0,0.0,0.0
5165,3372,1,1.0,1.0,0.0,0.0
5166,3373,1,2.0,0.6666666666666666,0.0,0.0
5167,3373,-1,1.0,0.3333333333333333,0.0,0.0
5168,3374,1,1.0,1.0,0.0,0.0
5169,3375,1,1.0,1.0,0.0,0.0
5170,3376,-1,0.0,0.0,1.0,1.0
5171,3377,1,7.0,1.0,0.0,0.0
5172,3378,1,3.0,1.0,0.0,0.0
5173,3379,1,1.0,1.0,0.0,0.0
5174,3380,-1,0.0,0.0,6.0,0.75
5175,3380,1,0.0,0.0,2.0,0.25
5176,3381,1,1.0,1.0,0.0,0.0
5177,3382,1,15.0,1.0,0.0,0.0
5178,3383,1,1.0,1.0,0.0,0.0
5179,3384,1,1.0,1.0,14.0,0.358974358974359
5180,3384,-1,0.0,0.0,25.0,0.6410256410256411
5181,3385,1,1.0,1.0,0.0,0.0
5182,3386,1,14.0,1.0,0.0,0.0
5183,3387,1,7.0,1.0,0.0,0.0
5184,3388,-1,25.0,0.26881720430107525,13.0,0.2708333333333333
5185,3388,1,68.0,0.7311827956989247,35.0,0.7291666666666666
5186,3389,-1,2.0,1.0,0.0,0.0
5187,3390,-1,1.0,1.0,0.0,0.0
5188,3391,-1,6.0,0.13333333333333333,0.0,0.0
5189,3391,1,39.0,0.8666666666666667,0.0,0.0
5190,3392,-1,1.0,0.25,0.0,0.0
5191,3392,1,3.0,0.75,0.0,0.0
5192,3393,1,3.0,1.0,48.0,1.0
5193,3394,1,1.0,1.0,0.0,0.0
5194,3395,-1,20.0,0.23529411764705882,0.0,0.0
5195,3395,1,65.0,0.7647058823529411,0.0,0.0
5196,3396,1,11.0,1.0,0.0,0.0
5197,3397,1,1.0,0.3333333333333333,0.0,0.0
5198,3397,-1,2.0,0.6666666666666666,0.0,0.0
5199,3398,1,1.0,1.0,0.0,0.0
5200,3399,1,12.0,0.8,0.0,0.0
5201,3399,-1,3.0,0.2,0.0,0.0
5202,3400,-1,0.0,0.0,7.0,1.0
5203,3401,1,1.0,0.3333333333333333,0.0,0.0
5204,3401,-1,2.0,0.6666666666666666,0.0,0.0
5205,3402,-1,2.0,0.2,0.0,0.0
5206,3402,1,8.0,0.8,0.0,0.0
5207,3403,-1,0.0,0.0,12.0,0.9230769230769231
5208,3403,1,0.0,0.0,1.0,0.07692307692307693
5209,3404,-1,1.0,0.5,0.0,0.0
5210,3404,1,1.0,0.5,0.0,0.0
5211,3405,1,1.0,1.0,0.0,0.0
5212,3406,-1,1.0,0.25,0.0,0.0
5213,3406,1,3.0,0.75,0.0,0.0
5214,3407,-1,4.0,0.13333333333333333,2.0,0.025974025974025976
5215,3407,1,26.0,0.8666666666666667,75.0,0.974025974025974
5216,3408,1,3.0,0.75,0.0,0.0
5217,3408,-1,1.0,0.25,0.0,0.0
5218,3409,1,2.0,1.0,0.0,0.0
5219,3410,-1,1.0,0.09090909090909091,0.0,0.0
5220,3410,1,10.0,0.9090909090909091,0.0,0.0
5221,3411,1,15.0,1.0,55.0,1.0
5222,3412,1,1.0,1.0,0.0,0.0
5223,3413,1,6.0,1.0,0.0,0.0
5224,3414,1,2.0,1.0,0.0,0.0
5225,3415,1,1.0,1.0,0.0,0.0
5226,3416,-1,2.0,0.18181818181818182,24.0,0.42857142857142855
5227,3416,1,9.0,0.8181818181818182,32.0,0.5714285714285714
5228,3417,1,1.0,1.0,0.0,0.0
5229,3418,1,1.0,1.0,0.0,0.0
5230,3419,1,1.0,1.0,0.0,0.0
5231,3420,1,2.0,1.0,0.0,0.0
5232,3421,1,8.0,1.0,0.0,0.0
5233,3422,-1,2.0,0.6666666666666666,0.0,0.0
5234,3422,1,1.0,0.3333333333333333,0.0,0.0
5235,3423,-1,4.0,0.4,0.0,0.0
5236,3423,1,6.0,0.6,0.0,0.0
5237,3424,1,1.0,1.0,0.0,0.0
5238,3425,-1,4.0,0.4444444444444444,0.0,0.0
5239,3425,1,5.0,0.5555555555555556,0.0,0.0
5240,3426,-1,13.0,0.8125,0.0,0.0
5241,3426,1,3.0,0.1875,0.0,0.0
5242,3427,1,0.0,0.0,4.0,0.1
5243,3427,-1,0.0,0.0,36.0,0.9
5244,3428,-1,13.0,0.5909090909090909,6.0,0.5
5245,3428,1,9.0,0.4090909090909091,6.0,0.5
5246,3429,1,1.0,1.0,2.0,0.07692307692307693
5247,3429,-1,0.0,0.0,24.0,0.9230769230769231
5248,3430,-1,1.0,0.3333333333333333,0.0,0.0
5249,3430,1,2.0,0.6666666666666666,0.0,0.0
5250,3431,1,0.0,0.0,2.0,0.11764705882352941
5251,3431,-1,0.0,0.0,15.0,0.8823529411764706
5252,3432,1,1.0,1.0,0.0,0.0
5253,3433,1,10.0,0.8333333333333334,0.0,0.0
5254,3433,-1,2.0,0.16666666666666666,0.0,0.0
5255,3434,1,7.0,0.6363636363636364,0.0,0.0
5256,3434,-1,4.0,0.36363636363636365,0.0,0.0
5257,3435,-1,1.0,0.5,0.0,0.0
5258,3435,1,1.0,0.5,0.0,0.0
5259,3436,1,3.0,1.0,0.0,0.0
5260,3437,1,1.0,1.0,0.0,0.0
5261,3438,-1,1.0,0.3333333333333333,0.0,0.0
5262,3438,1,2.0,0.6666666666666666,0.0,0.0
5263,3439,-1,1.0,1.0,0.0,0.0
5264,3440,1,1.0,1.0,0.0,0.0
5265,3441,1,15.0,0.8333333333333334,0.0,0.0
5266,3441,-1,3.0,0.16666666666666666,16.0,1.0
5267,3442,-1,29.0,0.29292929292929293,0.0,0.0
5268,3442,1,70.0,0.7070707070707071,0.0,0.0
5269,3443,1,2.0,1.0,0.0,0.0
5270,3444,-1,1.0,1.0,0.0,0.0
5271,3445,-1,10.0,0.04310344827586207,7.0,0.15555555555555556
5272,3445,1,222.0,0.9568965517241379,38.0,0.8444444444444444
5273,3446,-1,9.0,0.3333333333333333,1.0,0.015384615384615385
5274,3446,1,18.0,0.6666666666666666,64.0,0.9846153846153847
5275,3447,-1,8.0,0.07079646017699115,1.0,0.007575757575757576
5276,3447,1,105.0,0.9292035398230089,131.0,0.9924242424242424
5277,3448,-1,0.0,0.0,2.0,0.6666666666666666
5278,3448,1,0.0,0.0,1.0,0.3333333333333333
5279,3449,-1,1.0,1.0,0.0,0.0
5280,3450,1,42.0,0.9130434782608695,0.0,0.0
5281,3450,-1,4.0,0.08695652173913043,0.0,0.0
5282,3451,-1,5.0,0.21739130434782608,0.0,0.0
5283,3451,1,18.0,0.782608695652174,0.0,0.0
5284,3452,1,6.0,1.0,0.0,0.0
5285,3453,1,3.0,1.0,65.0,1.0
5286,3454,-1,2.0,0.2,24.0,0.3037974683544304
5287,3454,1,8.0,0.8,55.0,0.6962025316455697
5288,3455,1,1.0,1.0,0.0,0.0
5289,3456,-1,3.0,0.375,0.0,0.0
5290,3456,1,5.0,0.625,0.0,0.0
5291,3457,1,4.0,0.8,12.0,0.32432432432432434
5292,3457,-1,1.0,0.2,25.0,0.6756756756756757
5293,3458,1,0.0,0.0,60.0,0.9375
5294,3458,-1,0.0,0.0,4.0,0.0625
5295,3459,1,1.0,1.0,0.0,0.0
5296,3460,-1,15.0,0.3333333333333333,1.0,0.02631578947368421
5297,3460,1,30.0,0.6666666666666666,37.0,0.9736842105263158
5298,3461,1,2.0,1.0,6.0,0.2727272727272727
5299,3461,-1,0.0,0.0,16.0,0.7272727272727273
5300,3462,-1,0.0,0.0,12.0,1.0
5301,3463,-1,1.0,1.0,0.0,0.0
5302,3464,-1,0.0,0.0,16.0,0.8888888888888888
5303,3464,1,0.0,0.0,2.0,0.1111111111111111
5304,3465,-1,22.0,0.41509433962264153,14.0,0.14432989690721648
5305,3465,1,31.0,0.5849056603773585,83.0,0.8556701030927835
5306,3466,1,70.0,0.7446808510638298,54.0,0.7941176470588235
5307,3466,-1,24.0,0.2553191489361702,14.0,0.20588235294117646
5308,3467,-1,23.0,0.48936170212765956,0.0,0.0
5309,3467,1,24.0,0.5106382978723404,0.0,0.0
5310,3468,-1,6.0,0.3,0.0,0.0
5311,3468,1,14.0,0.7,0.0,0.0
5312,3469,1,1.0,1.0,0.0,0.0
5313,3470,-1,0.0,0.0,15.0,1.0
5314,3471,1,1.0,0.5,0.0,0.0
5315,3471,-1,1.0,0.5,0.0,0.0
5316,3472,1,1.0,1.0,0.0,0.0
5317,3473,-1,0.0,0.0,2.0,1.0
5318,3474,1,2.0,1.0,0.0,0.0
5319,3475,1,1.0,1.0,0.0,0.0
5320,3476,-1,2.0,0.1,7.0,0.12280701754385964
5321,3476,1,18.0,0.9,50.0,0.8771929824561403
5322,3477,1,2.0,1.0,0.0,0.0
5323,3478,-1,1.0,1.0,1.0,1.0
5324,3479,-1,2.0,0.6666666666666666,0.0,0.0
5325,3479,1,1.0,0.3333333333333333,0.0,0.0
5326,3480,1,1.0,1.0,0.0,0.0
5327,3481,1,25.0,0.7142857142857143,12.0,0.24489795918367346
5328,3481,-1,10.0,0.2857142857142857,37.0,0.7551020408163265
5329,3482,1,1.0,1.0,0.0,0.0
5330,3483,1,1.0,1.0,0.0,0.0
5331,3484,-1,1.0,1.0,0.0,0.0
5332,3485,1,5.0,1.0,0.0,0.0
5333,3486,1,1.0,1.0,0.0,0.0
5334,3487,-1,3.0,0.2,0.0,0.0
5335,3487,1,12.0,0.8,35.0,1.0
5336,3488,1,0.0,0.0,50.0,0.9803921568627451
5337,3488,-1,0.0,0.0,1.0,0.0196078431372549
5338,3489,-1,11.0,0.6111111111111112,17.0,0.16346153846153846
5339,3489,1,7.0,0.3888888888888889,87.0,0.8365384615384616
5340,3490,1,1.0,1.0,0.0,0.0
5341,3491,-1,1.0,0.125,0.0,0.0
5342,3491,1,7.0,0.875,0.0,0.0
5343,3492,1,0.0,0.0,1.0,0.07692307692307693
5344,3492,-1,0.0,0.0,12.0,0.9230769230769231
5345,3493,1,1.0,1.0,0.0,0.0
5346,3494,1,2.0,1.0,0.0,0.0
5347,3495,1,2.0,1.0,0.0,0.0
5348,3496,-1,5.0,0.06097560975609756,0.0,0.0
5349,3496,1,77.0,0.9390243902439024,58.0,1.0
5350,3497,1,6.0,1.0,0.0,0.0
5351,3498,-1,0.0,0.0,13.0,1.0
5352,3499,1,1.0,1.0,0.0,0.0
5353,3500,1,2.0,1.0,0.0,0.0
5354,3501,1,5.0,1.0,0.0,0.0
5355,3502,1,1.0,1.0,0.0,0.0
5356,3503,1,2.0,1.0,0.0,0.0
5357,3504,-1,0.0,0.0,9.0,1.0
5358,3505,-1,0.0,0.0,22.0,0.4
5359,3505,1,5.0,1.0,33.0,0.6
5360,3506,1,5.0,1.0,0.0,0.0
5361,3507,1,2.0,1.0,0.0,0.0
5362,3508,-1,5.0,0.3333333333333333,0.0,0.0
5363,3508,1,10.0,0.6666666666666666,0.0,0.0
5364,3509,-1,1.0,0.25,4.0,0.05194805194805195
5365,3509,1,3.0,0.75,73.0,0.948051948051948
5366,3510,-1,6.0,0.6666666666666666,0.0,0.0
5367,3510,1,3.0,0.3333333333333333,0.0,0.0
5368,3511,-1,0.0,0.0,7.0,1.0
5369,3512,1,3.0,1.0,0.0,0.0
5370,3513,-1,1.0,1.0,0.0,0.0
5371,3514,-1,4.0,0.3076923076923077,0.0,0.0
5372,3514,1,9.0,0.6923076923076923,0.0,0.0
5373,3515,-1,0.0,0.0,3.0,1.0
5374,3516,1,1.0,0.5,0.0,0.0
5375,3516,-1,1.0,0.5,0.0,0.0
5376,3517,-1,1.0,1.0,0.0,0.0
5377,3518,1,1.0,1.0,0.0,0.0
5378,3519,1,2.0,1.0,43.0,0.8431372549019608
5379,3519,-1,0.0,0.0,8.0,0.1568627450980392
5380,3520,1,0.0,0.0,33.0,0.6470588235294118
5381,3520,-1,0.0,0.0,18.0,0.35294117647058826
5382,3521,1,1.0,1.0,0.0,0.0
5383,3522,1,0.0,0.0,93.0,1.0
5384,3523,-1,0.0,0.0,5.0,0.7142857142857143
5385,3523,1,1.0,1.0,2.0,0.2857142857142857
5386,3524,-1,1.0,0.5,0.0,0.0
5387,3524,1,1.0,0.5,0.0,0.0
5388,3525,1,3.0,1.0,0.0,0.0
5389,3526,1,1.0,1.0,0.0,0.0
5390,3527,-1,0.0,0.0,9.0,1.0
5391,3528,1,1.0,1.0,0.0,0.0
5392,3529,1,1.0,1.0,0.0,0.0
5393,3530,-1,2.0,0.2222222222222222,25.0,0.13440860215053763
5394,3530,1,7.0,0.7777777777777778,161.0,0.8655913978494624
5395,3531,1,1.0,1.0,0.0,0.0
5396,3532,1,0.0,0.0,72.0,1.0
5397,3533,1,3.0,1.0,0.0,0.0
5398,3534,1,1.0,1.0,0.0,0.0
5399,3535,1,16.0,0.37209302325581395,0.0,0.0
5400,3535,-1,27.0,0.627906976744186,0.0,0.0
5401,3536,1,1.0,1.0,0.0,0.0
5402,3537,1,2.0,1.0,0.0,0.0
5403,3538,1,1.0,1.0,0.0,0.0
5404,3539,1,1.0,1.0,0.0,0.0
5405,3540,-1,0.0,0.0,2.0,1.0
5406,3541,1,1.0,1.0,0.0,0.0
5407,3542,1,13.0,0.3939393939393939,86.0,0.9885057471264368
5408,3542,-1,20.0,0.6060606060606061,1.0,0.011494252873563218
5409,3543,1,2.0,1.0,2.0,0.2857142857142857
5410,3543,-1,0.0,0.0,5.0,0.7142857142857143
5411,3544,1,15.0,0.8823529411764706,1.0,0.09090909090909091
5412,3544,-1,2.0,0.11764705882352941,10.0,0.9090909090909091
5413,3545,-1,0.0,0.0,13.0,1.0
5414,3546,-1,19.0,0.4523809523809524,0.0,0.0
5415,3546,1,23.0,0.5476190476190477,0.0,0.0
5416,3547,1,23.0,0.7931034482758621,0.0,0.0
5417,3547,-1,6.0,0.20689655172413793,0.0,0.0
5418,3548,1,4.0,1.0,0.0,0.0
5419,3549,1,14.0,0.9333333333333333,24.0,0.5714285714285714
5420,3549,-1,1.0,0.06666666666666667,18.0,0.42857142857142855
5421,3550,1,6.0,1.0,0.0,0.0
5422,3551,-1,0.0,0.0,7.0,1.0
5423,3552,1,5.0,0.7142857142857143,8.0,0.27586206896551724
5424,3552,-1,2.0,0.2857142857142857,21.0,0.7241379310344828
5425,3553,1,1.0,1.0,0.0,0.0
5426,3554,-1,3.0,0.6,0.0,0.0
5427,3554,1,2.0,0.4,0.0,0.0
5428,3555,1,6.0,0.8571428571428571,0.0,0.0
5429,3555,-1,1.0,0.14285714285714285,0.0,0.0
5430,3556,1,0.0,0.0,46.0,0.71875
5431,3556,-1,0.0,0.0,18.0,0.28125
5432,3557,1,1.0,1.0,0.0,0.0
5433,3558,1,2.0,1.0,0.0,0.0
5434,3559,1,2.0,1.0,0.0,0.0
5435,3560,1,5.0,1.0,0.0,0.0
5436,3561,1,1.0,1.0,0.0,0.0
5437,3562,1,4.0,1.0,0.0,0.0
5438,3563,-1,0.0,0.0,15.0,1.0
5439,3564,-1,0.0,0.0,11.0,0.21153846153846154
5440,3564,1,0.0,0.0,41.0,0.7884615384615384
5441,3565,1,1.0,1.0,0.0,0.0
5442,3566,1,1.0,1.0,0.0,0.0
5443,3567,-1,0.0,0.0,6.0,1.0
5444,3568,-1,0.0,0.0,12.0,1.0
5445,3569,-1,1.0,1.0,0.0,0.0
5446,3570,1,1.0,1.0,0.0,0.0
5447,3571,1,1.0,1.0,0.0,0.0
5448,3572,-1,0.0,0.0,39.0,0.639344262295082
5449,3572,1,0.0,0.0,22.0,0.36065573770491804
5450,3573,-1,1.0,0.3333333333333333,0.0,0.0
5451,3573,1,2.0,0.6666666666666666,0.0,0.0
5452,3574,1,2.0,1.0,0.0,0.0
5453,3575,1,10.0,0.38461538461538464,0.0,0.0
5454,3575,-1,16.0,0.6153846153846154,0.0,0.0
5455,3576,-1,4.0,0.13333333333333333,5.0,1.0
5456,3576,1,26.0,0.8666666666666667,0.0,0.0
5457,3577,1,1.0,1.0,0.0,0.0
5458,3578,1,1.0,1.0,0.0,0.0
5459,3579,1,2.0,1.0,0.0,0.0
5460,3580,1,2.0,0.6666666666666666,0.0,0.0
5461,3580,-1,1.0,0.3333333333333333,0.0,0.0
5462,3581,1,52.0,0.611764705882353,49.0,0.9607843137254902
5463,3581,-1,33.0,0.38823529411764707,2.0,0.0392156862745098
5464,3582,-1,0.0,0.0,16.0,0.16494845360824742
5465,3582,1,15.0,1.0,81.0,0.8350515463917526
5466,3583,-1,1.0,0.5,0.0,0.0
5467,3583,1,1.0,0.5,0.0,0.0
5468,3584,-1,12.0,0.5217391304347826,0.0,0.0
5469,3584,1,11.0,0.4782608695652174,0.0,0.0
5470,3585,1,16.0,1.0,0.0,0.0
5471,3586,1,2.0,0.5,97.0,0.9797979797979798
5472,3586,-1,2.0,0.5,2.0,0.020202020202020204
5473,3587,-1,1.0,1.0,0.0,0.0
5474,3588,1,79.0,0.8876404494382022,0.0,0.0
5475,3588,-1,10.0,0.11235955056179775,0.0,0.0
5476,3589,1,1.0,1.0,0.0,0.0
5477,3590,-1,0.0,0.0,23.0,0.5111111111111111
5478,3590,1,0.0,0.0,22.0,0.4888888888888889
5479,3591,1,1.0,1.0,0.0,0.0
5480,3592,-1,0.0,0.0,2.0,0.028169014084507043
5481,3592,1,0.0,0.0,69.0,0.971830985915493
5482,3593,-1,1.0,1.0,0.0,0.0
5483,3594,1,1.0,1.0,0.0,0.0
5484,3595,1,56.0,0.6222222222222222,39.0,1.0
5485,3595,-1,34.0,0.37777777777777777,0.0,0.0
5486,3596,-1,3.0,0.42857142857142855,10.0,0.9090909090909091
5487,3596,1,4.0,0.5714285714285714,1.0,0.09090909090909091
5488,3597,1,20.0,0.6060606060606061,2.0,0.1111111111111111
5489,3597,-1,13.0,0.3939393939393939,16.0,0.8888888888888888
5490,3598,-1,0.0,0.0,6.0,1.0
5491,3599,-1,103.0,0.7103448275862069,66.0,0.44594594594594594
5492,3599,1,42.0,0.2896551724137931,82.0,0.5540540540540541
5493,3600,-1,1.0,0.07142857142857142,0.0,0.0
5494,3600,1,13.0,0.9285714285714286,0.0,0.0
5495,3601,1,2.0,1.0,0.0,0.0
5496,3602,1,3.0,1.0,0.0,0.0
5497,3603,-1,1.0,0.5,11.0,0.8461538461538461
5498,3603,1,1.0,0.5,2.0,0.15384615384615385
5499,3604,1,1.0,1.0,0.0,0.0
5500,3605,-1,1.0,1.0,0.0,0.0
5501,3606,-1,3.0,0.15,0.0,0.0
5502,3606,1,17.0,0.85,0.0,0.0
5503,3607,-1,2.0,1.0,0.0,0.0
5504,3608,1,4.0,1.0,0.0,0.0
5505,3609,1,2.0,1.0,0.0,0.0
5506,3610,-1,1.0,1.0,0.0,0.0
5507,3611,-1,7.0,0.21875,0.0,0.0
5508,3611,1,25.0,0.78125,0.0,0.0
5509,3612,1,1.0,1.0,0.0,0.0
5510,3613,-1,3.0,0.42857142857142855,0.0,0.0
5511,3613,1,4.0,0.5714285714285714,0.0,0.0
5512,3614,1,2.0,1.0,0.0,0.0
5513,3615,1,1.0,1.0,0.0,0.0
5514,3616,1,2.0,1.0,0.0,0.0
5515,3617,-1,0.0,0.0,5.0,1.0
5516,3617,1,2.0,1.0,0.0,0.0
5517,3618,1,4.0,1.0,0.0,0.0
5518,3619,-1,1.0,0.03571428571428571,0.0,0.0
5519,3619,1,27.0,0.9642857142857143,0.0,0.0
5520,3620,-1,0.0,0.0,17.0,0.2463768115942029
5521,3620,1,2.0,1.0,52.0,0.7536231884057971
5522,3621,1,1.0,1.0,0.0,0.0
5523,3622,1,2.0,1.0,0.0,0.0
5524,3623,-1,6.0,0.4,0.0,0.0
5525,3623,1,9.0,0.6,0.0,0.0
5526,3624,1,6.0,0.8571428571428571,0.0,0.0
5527,3624,-1,1.0,0.14285714285714285,0.0,0.0
5528,3625,1,0.0,0.0,82.0,0.803921568627451
5529,3625,-1,0.0,0.0,20.0,0.19607843137254902
5530,3626,1,1.0,1.0,0.0,0.0
5531,3627,-1,0.0,0.0,9.0,1.0
5532,3628,1,4.0,0.19047619047619047,51.0,0.864406779661017
5533,3628,-1,17.0,0.8095238095238095,8.0,0.13559322033898305
5534,3629,1,1.0,0.5,0.0,0.0
5535,3629,-1,1.0,0.5,0.0,0.0
5536,3630,1,2.0,1.0,0.0,0.0
5537,3631,-1,0.0,0.0,24.0,0.3076923076923077
5538,3631,1,0.0,0.0,54.0,0.6923076923076923
5539,3632,1,2.0,1.0,0.0,0.0
5540,3633,1,6.0,1.0,0.0,0.0
5541,3634,1,2.0,1.0,9.0,0.23684210526315788
5542,3634,-1,0.0,0.0,29.0,0.7631578947368421
5543,3635,1,2.0,0.6666666666666666,0.0,0.0
5544,3635,-1,1.0,0.3333333333333333,0.0,0.0
5545,3636,1,1.0,1.0,0.0,0.0
5546,3637,1,1.0,0.5,0.0,0.0
5547,3637,-1,1.0,0.5,0.0,0.0
5548,3638,-1,4.0,0.6666666666666666,0.0,0.0
5549,3638,1,2.0,0.3333333333333333,0.0,0.0
5550,3639,-1,1.0,1.0,0.0,0.0
5551,3640,-1,0.0,0.0,10.0,1.0
5552,3641,1,0.0,0.0,1.0,0.058823529411764705
5553,3641,-1,0.0,0.0,16.0,0.9411764705882353
5554,3642,1,3.0,0.75,0.0,0.0
5555,3642,-1,1.0,0.25,0.0,0.0
5556,3643,1,1.0,1.0,0.0,0.0
5557,3644,-1,12.0,0.08163265306122448,0.0,0.0
5558,3644,1,135.0,0.9183673469387755,0.0,0.0
5559,3645,1,7.0,0.4666666666666667,309.0,0.6761487964989059
5560,3645,-1,8.0,0.5333333333333333,148.0,0.3238512035010941
5561,3646,1,0.0,0.0,58.0,0.9666666666666667
5562,3646,-1,0.0,0.0,2.0,0.03333333333333333
5563,3647,1,1.0,1.0,0.0,0.0
5564,3648,-1,33.0,0.3173076923076923,0.0,0.0
5565,3648,1,71.0,0.6826923076923077,74.0,1.0
5566,3649,1,9.0,1.0,0.0,0.0
5567,3650,-1,15.0,0.22058823529411764,5.0,0.06097560975609756
5568,3650,1,53.0,0.7794117647058824,77.0,0.9390243902439024
5569,3651,1,21.0,1.0,0.0,0.0
5570,3652,-1,8.0,0.18181818181818182,0.0,0.0
5571,3652,1,36.0,0.8181818181818182,65.0,1.0
5572,3653,-1,0.0,0.0,9.0,0.9
5573,3653,1,0.0,0.0,1.0,0.1
5574,3654,-1,38.0,0.42696629213483145,8.0,0.13114754098360656
5575,3654,1,51.0,0.5730337078651685,53.0,0.8688524590163934
5576,3655,-1,17.0,0.06614785992217899,0.0,0.0
5577,3655,1,240.0,0.933852140077821,0.0,0.0
5578,3656,-1,50.0,0.5617977528089888,0.0,0.0
5579,3656,1,39.0,0.43820224719101125,0.0,0.0
5580,3657,-1,1.0,1.0,0.0,0.0
5581,3658,1,0.0,0.0,1.0,0.09090909090909091
5582,3658,-1,0.0,0.0,10.0,0.9090909090909091
5583,3659,1,1.0,1.0,8.0,0.25
5584,3659,-1,0.0,0.0,24.0,0.75
5585,3660,1,1.0,1.0,0.0,0.0
5586,3661,1,2.0,1.0,0.0,0.0
5587,3662,1,3.0,1.0,76.0,0.9743589743589743
5588,3662,-1,0.0,0.0,2.0,0.02564102564102564
5589,3663,1,20.0,0.8695652173913043,0.0,0.0
5590,3663,-1,3.0,0.13043478260869565,0.0,0.0
5591,3664,1,1.0,1.0,0.0,0.0
5592,3665,1,0.0,0.0,9.0,0.5625
5593,3665,-1,0.0,0.0,7.0,0.4375
5594,3666,1,3.0,0.75,0.0,0.0
5595,3666,-1,1.0,0.25,0.0,0.0
5596,3667,1,1.0,1.0,0.0,0.0
5597,3668,1,4.0,1.0,0.0,0.0
5598,3669,1,26.0,0.9629629629629629,0.0,0.0
5599,3669,-1,1.0,0.037037037037037035,0.0,0.0
5600,3670,-1,14.0,0.18181818181818182,0.0,0.0
5601,3670,1,63.0,0.8181818181818182,0.0,0.0
5602,3671,-1,1.0,0.3333333333333333,8.0,0.8888888888888888
5603,3671,1,2.0,0.6666666666666666,1.0,0.1111111111111111
5604,3672,1,1.0,1.0,0.0,0.0
5605,3673,1,104.0,0.7938931297709924,57.0,1.0
5606,3673,-1,27.0,0.20610687022900764,0.0,0.0
5607,3674,1,5.0,1.0,0.0,0.0
5608,3675,1,1.0,1.0,0.0,0.0
5609,3676,1,6.0,1.0,2.0,0.3333333333333333
5610,3676,-1,0.0,0.0,4.0,0.6666666666666666
5611,3677,1,1.0,1.0,0.0,0.0
5612,3678,-1,3.0,0.75,0.0,0.0
5613,3678,1,1.0,0.25,0.0,0.0
5614,3679,1,56.0,0.5045045045045045,0.0,0.0
5615,3679,-1,55.0,0.4954954954954955,0.0,0.0
5616,3680,1,15.0,0.8823529411764706,66.0,0.8918918918918919
5617,3680,-1,2.0,0.11764705882352941,8.0,0.10810810810810811
5618,3681,-1,9.0,0.3103448275862069,0.0,0.0
5619,3681,1,20.0,0.6896551724137931,46.0,1.0
5620,3682,-1,29.0,0.2543859649122807,0.0,0.0
5621,3682,1,85.0,0.7456140350877193,0.0,0.0
5622,3683,1,33.0,1.0,0.0,0.0
5623,3684,1,1.0,1.0,0.0,0.0
5624,3685,1,1.0,1.0,0.0,0.0
5625,3686,-1,0.0,0.0,39.0,0.37142857142857144
5626,3686,1,0.0,0.0,66.0,0.6285714285714286
5627,3687,-1,1.0,1.0,0.0,0.0
5628,3688,1,15.0,1.0,0.0,0.0
5629,3689,-1,0.0,0.0,2.0,1.0
5630,3690,-1,1.0,1.0,0.0,0.0
5631,3691,1,0.0,0.0,8.0,0.3333333333333333
5632,3691,-1,0.0,0.0,16.0,0.6666666666666666
5633,3692,1,0.0,0.0,68.0,0.7816091954022989
5634,3692,-1,0.0,0.0,19.0,0.21839080459770116
5635,3693,1,3.0,1.0,0.0,0.0
5636,3694,1,1.0,1.0,0.0,0.0
